,rowid,artist,album,track,genre,release_year,null_response,duration_ms,time_signature,tempo,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,popularity,rowid_1,artist_1,album_1,track_1,genre_1,release_year_1,null_response_1,duration_ms_1,time_signature_1,tempo_1,key_1,mode_1,danceability_1,energy_1,loudness_1,speechiness_1,acousticness_1,instrumentalness_1,liveness_1,valence_1,popularity_1,garage rock,hardcore punk,indie punk,post-hardcore,post-punk,proto-punk,punk,surf rock
0,0.5162261907783862,SPRINTS,A Modern Job,Little Fix,['post-punk'],1.1490250420996095,0.0,0.9295883679583661,,1.153184421062572,-0.7770286898858113,0.6454972243679027,-1.2228971648170408,0.02159763166691968,-0.87024047925601,0.2189901574025856,-0.43296385646855884,-0.5080224416321063,0.4055240878614894,-0.19605945739693154,-0.0579193347191743,0.5162261907783862,SPRINTS,A Modern Job,Little Fix,post-punk,1.1490250420996095,0.0,0.9295883679583661,,1.153184421062572,-0.7770286898858113,0.6454972243679027,-1.2228971648170408,0.02159763166691968,-0.87024047925601,0.2189901574025856,-0.43296385646855884,-0.5080224416321063,0.4055240878614894,-0.19605945739693154,-0.0579193347191743,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,2.1602468994692865,-0.24999999999999997,-0.8366600265340755,-0.24999999999999997
1,1.2290607593664322,Circle Jerks,Wild in the Streets,Wild in the Streets,['punk'],-0.834063863046919,0.0,-0.2210273682461978,,-0.6635615189392048,-0.22663336788336158,0.6454972243679027,0.1601715621278038,1.4063143591117029,1.2768147664480618,-0.9520023077163166,-0.42782525507358776,-0.5124114973531874,0.3531536805410425,-1.0946886109152476,0.18823783783731735,1.2290607593664322,Circle Jerks,Wild in the Streets,Wild in the Streets,punk,-0.834063863046919,0.0,-0.2210273682461978,,-0.6635615189392048,-0.22663336788336158,0.6454972243679027,0.1601715621278038,1.4063143591117029,1.2768147664480618,-0.9520023077163166,-0.42782525507358776,-0.5124114973531874,0.3531536805410425,-1.0946886109152476,0.18823783783731735,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,1.1952286093343936,-0.24999999999999997
2,0.15800009264507367,Wipers,Is This Real?,Return of the Rat,['post-punk'],-0.9332183083042455,0.0,-0.06532531809361518,,1.5645344836958879,-0.22663336788336158,-1.5491933384829668,-1.4678155852135237,0.9657226731065442,0.3936489962968816,-0.14615803064524388,-0.43590481126989994,2.2905302941785943,-1.1099445739739406,0.9783394892645717,-1.1656266112233866,0.15800009264507367,Wipers,Is This Real?,Return of the Rat,post-punk,-0.9332183083042455,0.0,-0.06532531809361518,,1.5645344836958879,-0.22663336788336158,-1.5491933384829668,-1.4678155852135237,0.9657226731065442,0.3936489962968816,-0.14615803064524388,-0.43590481126989994,2.2905302941785943,-1.1099445739739406,0.9783394892645717,-1.1656266112233866,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,2.1602468994692865,-0.24999999999999997,-0.8366600265340755,-0.24999999999999997
3,-2.2943484689019646,Mannequin Pussy,I Got Heaven,I Got Heaven,['indie punk'],1.248179487356936,0.0,0.48476632410933235,,-0.052831664573278654,0.32376195411908815,-1.5491933384829668,0.5131422268168526,0.745426830103966,-0.27969413695540074,1.209507081302446,-0.3615182652214428,-0.5123888861488863,1.0536078784520189,-1.2183095526690901,1.0497879417850382,-2.2943484689019646,Mannequin Pussy,I Got Heaven,I Got Heaven,indie punk,1.248179487356936,0.0,0.48476632410933235,,-0.052831664573278654,0.32376195411908815,-1.5491933384829668,0.5131422268168526,0.745426830103966,-0.27969413695540074,1.209507081302446,-0.3615182652214428,-0.5123888861488863,1.0536078784520189,-1.2183095526690901,1.0497879417850382,-0.24999999999999997,-0.24999999999999997,2.7386127875258306,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,-0.8366600265340755,-0.24999999999999997
4,0.5131966916644076,Minor Threat,First Two Seven Inches,Minor Threat,['hardcore punk'],-0.8836410856755823,0.0,-1.8550127432404833,,0.9795352759458418,-0.7770286898858113,0.6454972243679027,-1.1508623352886633,0.5146407088631687,-0.4845631196947971,-0.2762683045473441,-0.4249324128067893,-0.5057219710472638,-0.2556523045591519,1.58693489482195,0.9267093555067923,0.5131966916644076,Minor Threat,First Two Seven Inches,Minor Threat,hardcore punk,-0.8836410856755823,0.0,-1.8550127432404833,,0.9795352759458418,-0.7770286898858113,0.6454972243679027,-1.1508623352886633,0.5146407088631687,-0.4845631196947971,-0.2762683045473441,-0.4249324128067893,-0.5057219710472638,-0.2556523045591519,1.58693489482195,0.9267093555067923,-0.24999999999999997,3.9999999999999996,-0.36514837167011077,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,-0.8366600265340755,-0.24999999999999997
5,0.15927640439233332,Television,Marquee Moon,See No Evil,['proto-punk'],-1.0819499761902351,0.0,1.892887292236815,,0.41707328766301066,0.5989596151203129,0.6454972243679027,-0.24322348323110915,-0.8176246273905242,-0.6501567015981434,-1.1450691657645944,-0.26544545099250244,-0.30536914471736243,-1.0137139505226198,0.9165290183876509,-0.18099792099742013,0.15927640439233332,Television,Marquee Moon,See No Evil,proto-punk,-1.0819499761902351,0.0,1.892887292236815,,0.41707328766301066,0.5989596151203129,0.6454972243679027,-0.24322348323110915,-0.8176246273905242,-0.6501567015981434,-1.1450691657645944,-0.26544545099250244,-0.30536914471736243,-1.0137139505226198,0.9165290183876509,-0.18099792099742013,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,-0.46291004988627577,3.9999999999999996,-0.8366600265340755,-0.24999999999999997
6,0.513227879275822,The Frights,You Are Going to Hate This,You Are Going to Hate This,['surf rock'],0.8515617063276304,0.0,0.6835249170895124,,-0.7616939646797266,1.1493549371227627,0.6454972243679027,0.9597581698927915,-1.0274301921548854,-0.5684214079663635,-1.1996315386912815,-0.3944053141492575,-0.0008594857237368983,2.4676088761040833,0.0797103357462557,0.31131642411556315,0.513227879275822,The Frights,You Are Going to Hate This,You Are Going to Hate This,surf rock,0.8515617063276304,0.0,0.6835249170895124,,-0.7616939646797266,1.1493549371227627,0.6454972243679027,0.9597581698927915,-1.0274301921548854,-0.5684214079663635,-1.1996315386912815,-0.3944053141492575,-0.0008594857237368983,2.4676088761040833,0.0797103357462557,0.31131642411556315,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,-0.8366600265340755,3.9999999999999996
7,0.5132282309141121,The Chats,Get This In Ya,Smoko,['punk'],0.9011389289562936,0.0,0.5002479139638074,,-1.1079714052509093,1.6997502591252123,0.6454972243679027,1.7521412947049428,-2.5695010931729394,-1.6161192627009968,-0.23849435405963765,-0.4059005557883779,-0.5000010639349581,-0.5240506420764418,-1.7270572745022108,1.0497879417850382,0.5132282309141121,The Chats,Get This In Ya,Smoko,punk,0.9011389289562936,0.0,0.5002479139638074,,-1.1079714052509093,1.6997502591252123,0.6454972243679027,1.7521412947049428,-2.5695010931729394,-1.6161192627009968,-0.23849435405963765,-0.4059005557883779,-0.5000010639349581,-0.5240506420764418,-1.7270572745022108,1.0497879417850382,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,1.1952286093343936,-0.24999999999999997
8,0.5160794494150528,Black Flag,Nervous Breakdown,Nervous Breakdown,['punk'],-0.9827955309329087,0.0,-0.812142617235246,,-1.0137653043653028,1.6997502591252123,-1.5491933384829668,-0.2216130343725959,0.4936601523867325,-1.88078592779438,0.3532975369144314,3.553106341181543,-0.5124114973531874,1.5314878452510963,-1.4084956169057707,0.434395010393809,0.5160794494150528,Black Flag,Nervous Breakdown,Nervous Breakdown,punk,-0.9827955309329087,0.0,-0.812142617235246,,-1.0137653043653028,1.6997502591252123,-1.5491933384829668,-0.2216130343725959,0.4936601523867325,-1.88078592779438,0.3532975369144314,3.553106341181543,-0.5124114973531874,1.5314878452510963,-1.4084956169057707,0.434395010393809,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,1.1952286093343936,-0.24999999999999997
9,0.5168514036580335,X,Los Angeles (2019 Remaster),Los Angeles,['punk'],-0.9332183083042455,0.0,-0.40430437137190267,,-0.9498705857596446,0.5989596151203129,0.6454972243679027,1.2695079368648143,-0.7232121232465617,0.23548589563278796,-1.2122228555205172,0.22709900864398225,-0.5124060186008735,-1.0425176745488656,0.5171382834906212,-0.18099792099742013,0.5168514036580335,X,Los Angeles (2019 Remaster),Los Angeles,punk,-0.9332183083042455,0.0,-0.40430437137190267,,-0.9498705857596446,0.5989596151203129,0.6454972243679027,1.2695079368648143,-0.7232121232465617,0.23548589563278796,-1.2122228555205172,0.22709900864398225,-0.5124060186008735,-1.0425176745488656,0.5171382834906212,-0.18099792099742013,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,1.1952286093343936,-0.24999999999999997
10,-2.298141537038162,Fugazi,13 Songs,Waiting Room,['post-hardcore'],-0.4870233046462765,0.0,0.3370917649924035,,-0.9647645205759572,0.32376195411908815,-1.5491933384829668,1.3415427663931916,-1.5099829911129163,-0.7492297847881798,-0.9561994133260616,-0.3999626163986336,1.9757290562527783,-0.4389487301807158,-0.3244350507566906,1.6651808731762672,-2.298141537038162,Fugazi,13 Songs,Waiting Room,post-hardcore,-0.4870233046462765,0.0,0.3370917649924035,,-0.9647645205759572,0.32376195411908815,-1.5491933384829668,1.3415427663931916,-1.5099829911129163,-0.7492297847881798,-0.9561994133260616,-0.3999626163986336,1.9757290562527783,-0.4389487301807158,-0.3244350507566906,1.6651808731762672,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,3.9999999999999996,-0.46291004988627577,-0.24999999999999997,-0.8366600265340755,-0.24999999999999997
11,-0.9100509560502418,Amyl and The Sniffers,U Should Not Be Doing That / Facts,U Should Not Be Doing That,['punk'],1.248179487356936,0.0,1.2073968970136688,,-0.10431913343740414,-1.0522263508870362,0.6454972243679027,1.3991706300158935,0.6615046041982215,1.5471427505808752,-0.062215918450340406,-0.41579712143795183,-0.51212424122358,-1.21534001870634,0.8737371539343978,-0.4271550935539118,-0.9100509560502418,Amyl and The Sniffers,U Should Not Be Doing That / Facts,U Should Not Be Doing That,punk,1.248179487356936,0.0,1.2073968970136688,,-0.10431913343740414,-1.0522263508870362,0.6454972243679027,1.3991706300158935,0.6615046041982215,1.5471427505808752,-0.062215918450340406,-0.41579712143795183,-0.51212424122358,-1.21534001870634,0.8737371539343978,-0.4271550935539118,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,1.1952286093343936,-0.24999999999999997
12,-0.9047726759734165,Amyl and The Sniffers,Comfort To Me,Hertz,['punk'],1.0994478194709465,0.0,-0.1702821570565295,,1.4560364875383895,-1.0522263508870362,-1.5491933384829668,-0.7402638069769126,0.5566018218160409,1.2322318790125455,1.8684526620324373,-0.42280084482072716,-0.5123663960219845,-0.33420791553982204,0.8024173798456424,0.31131642411556315,-0.9047726759734165,Amyl and The Sniffers,Comfort To Me,Hertz,punk,1.0994478194709465,0.0,-0.1702821570565295,,1.4560364875383895,-1.0522263508870362,-1.5491933384829668,-0.7402638069769126,0.5566018218160409,1.2322318790125455,1.8684526620324373,-0.42280084482072716,-0.5123663960219845,-0.33420791553982204,0.8024173798456424,0.31131642411556315,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,1.1952286093343936,-0.24999999999999997
13,-0.2401902922286688,Wine Lips,Mushroom Death Sex Bummer Party,Eyes,['garage rock'],1.0994478194709465,0.0,-1.8241798799444497,,-0.8099880063951874,-1.327424011888261,0.6454972243679027,-0.1639851707498944,0.9867032295829803,0.21319445191502992,0.9660749559372263,-0.4350040715409325,2.1543182200760778,0.4382555924367687,0.2984243096184387,0.5574735966720549,-0.2401902922286688,Wine Lips,Mushroom Death Sex Bummer Party,Eyes,garage rock,1.0994478194709465,0.0,-1.8241798799444497,,-0.8099880063951874,-1.327424011888261,0.6454972243679027,-0.1639851707498944,0.9867032295829803,0.21319445191502992,0.9660749559372263,-0.4350040715409325,2.1543182200760778,0.4382555924367687,0.2984243096184387,0.5574735966720549,3.9999999999999996,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,-0.8366600265340755,-0.24999999999999997
14,0.39595147842323875,Wire,Pink Flag (2006 Remastered Version),Ex Lion Tamer - 2006 Remastered Version,['post-punk'],-1.0819499761902351,0.0,-0.5379568844590208,,0.8591535426941322,-0.7770286898858113,0.6454972243679027,-0.6394150456371843,-0.05183431600060676,0.5097060366052096,1.087791018619836,1.4748275547710277,-0.5106104710400541,-0.14436518900320228,0.3174429160421068,-0.30407650727566593,0.39595147842323875,Wire,Pink Flag (2006 Remastered Version),Ex Lion Tamer - 2006 Remastered Version,post-punk,-1.0819499761902351,0.0,-0.5379568844590208,,0.8591535426941322,-0.7770286898858113,0.6454972243679027,-0.6394150456371843,-0.05183431600060676,0.5097060366052096,1.087791018619836,1.4748275547710277,-0.5106104710400541,-0.14436518900320228,0.3174429160421068,-0.30407650727566593,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,2.1602468994692865,-0.24999999999999997,-0.8366600265340755,-0.24999999999999997
15,1.0687684464962686,Mannequin Pussy,Mannequin Pussy,Pissdrinker,['indie punk'],0.7524072610703039,0.0,0.9410562122950143,,-1.3141830370310723,-1.327424011888261,0.6454972243679027,-0.5601767331559696,-0.062324594238824825,0.1434894612420401,-1.0695212647891812,-0.002044549857689909,-0.5042387729070363,-0.9430139006400167,-1.4132502685116877,-2.1502553014493535,1.0687684464962686,Mannequin Pussy,Mannequin Pussy,Pissdrinker,indie punk,0.7524072610703039,0.0,0.9410562122950143,,-1.3141830370310723,-1.327424011888261,0.6454972243679027,-0.5601767331559696,-0.062324594238824825,0.1434894612420401,-1.0695212647891812,-0.002044549857689909,-0.5042387729070363,-0.9430139006400167,-1.4132502685116877,-2.1502553014493535,-0.24999999999999997,-0.24999999999999997,2.7386127875258306,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,-0.8366600265340755,-0.24999999999999997
16,0.5476369031632915,Ramones,Ramones (2017 Remaster),Listen to My Heart - 2016 Remaster,['punk'],-1.1315271988188984,0.0,-1.086328350011471,,1.3134316424078576,1.1493549371227627,0.6454972243679027,-0.9851822273733958,0.409737926480988,1.5474965830208394,1.55366974130155,-0.4305277787702022,-0.5116456828032332,0.7721169391046172,1.0116220505059907,-2.0271767151711075,0.5476369031632915,Ramones,Ramones (2017 Remaster),Listen to My Heart - 2016 Remaster,punk,-1.1315271988188984,0.0,-1.086328350011471,,1.3134316424078576,1.1493549371227627,0.6454972243679027,-0.9851822273733958,0.409737926480988,1.5474965830208394,1.55366974130155,-0.4305277787702022,-0.5116456828032332,0.7721169391046172,1.0116220505059907,-2.0271767151711075,-0.24999999999999997,-0.24999999999999997,-0.36514837167011077,-0.24999999999999997,-0.46291004988627577,-0.24999999999999997,1.1952286093343936,-0.24999999999999997
